100.0100,104.0600,95.9600
101.4800,109.0800,100.5000
110.8400,113.4800,109.0500
111.3000,111.6000,103.5700
104.9600,108.0000,103.8800
105.1100,107.9500,104.6600
108.1100,108.6200,105.6900
105.4900,105.4900,102.0100
102.3200,103.7100,102.1600
102.7000,102.9700,99.6700
99.0900,102.3700,98.9400
100.9500,101.7400,99.3200
101.0100,102.0000,99.6100
100.7400,103.0300,100.5000
102.5000,102.7100,101.0000
101.6000,106.5600,101.3000
106.8800,108.4100,106.4600
107.6800,112.0000,106.7900
110.5600,114.2300,110.2000
112.3400,115.8000,111.6500
114.4200,117.4900,113.5500
116.9500,121.6000,116.7700
120.2000,120.4200,117.5100
117.4500,119.6700,116.8100
118.8400,122.6300,117.0200
120.9700,124.1000,119.7600
119.5600,120.8800,117.8000
121.0500,127.4000,120.2100
126.5300,135.0200,126.2300
130.2200,132.3000,129.0000
130.6400,134.2400,128.9000
135.8200,136.8700,134.0300
134.6600,138.5300,132.2400
137.6700,138.4500,136.0000
136.5600,139.8800,136.5500
138.7300,139.6800,137.0200
137.0100,138.8600,133.8500
134.4900,137.6100,133.4000
143.3200,143.5500,140.0800
141.0200,142.3800,138.5600
144.9500,145.5000,141.9500
143.2000,149.2000,141.2100
150.5000,152.4000,147.3500
147.9400,148.9900,139.6000
143.9800,150.1300,141.6200
170.3200,180.1700,164.0800
176.2800,194.4300,172.5500
186.4490,192.6400,180.0000
182.2900,189.5200,181.7700
186.6300,194.3900,185.6000
198.3600,199.9500,190.6000
193.5000,197.6700,191.2700
198.6600,199.2500,193.3400
198.1900,201.6000,190.7500
188.2500,190.4000,183.3500
182.0000,182.3000,168.5500
170.9300,175.4400,169.4000
174.1000,175.2000,165.2700
170.6700,172.5200,166.3300
169.1300,183.7500,167.5700
185.2300,189.8000,177.4000
180.2500,188.3200,178.7500
177.5000,179.4700,170.8300
169.0600,177.5000,169.0000
170.0000,174.4200,165.7300
169.1000,169.9800,166.5200
168.6450,169.5000,161.3100
167.9150,170.8300,166.5000
174.8400,177.2100,172.5100
175.8000,180.0300,175.3200
180.3600,182.9500,177.5100
180.7100,183.0000,180.2500
182.1000,182.5000,179.5500
179.9000,181.5100,178.5500
180.0000,181.0600,177.6000
179.1300,180.7000,176.0200
176.0000,176.2000,170.5500
170.5700,173.6800,168.7300
170.2500,173.5000,168.4700
173.4300,174.8800,171.2900
172.1700,173.1800,169.4500
171.0000,178.8200,169.6000
177.9900,180.6900,176.6600
176.8200,180.4900,175.9500
177.0000,180.5000,176.5500
181.9300,188.4600,181.8700
186.1700,187.8800,183.4000
183.9000,186.8500,183.0100
