26.8100,27.1100,26.4000
26.6500,27.2000,26.3900
26.8200,26.8200,25.1500
25.6200,25.9600,25.3300
25.8100,26.3600,25.7000
26.2150,26.3300,25.7700
25.9300,26.4000,25.8000
26.0700,26.4000,26.0000
26.6000,27.6200,26.6000
27.1600,27.4100,26.8600
27.1300,27.8500,27.0050
27.8500,27.9150,27.3100
28.0100,29.0200,27.9800
29.0400,29.0700,28.1500
28.3300,28.4600,27.4800
27.5500,27.8500,26.8500
26.8800,27.3000,26.6500
27.0800,27.5500,26.8500
27.1400,27.3000,26.5700
26.6000,27.3250,26.5310
26.8850,27.2800,26.8200
26.9200,26.9900,26.4000
26.4800,26.5500,25.9000
26.4000,26.6000,26.2000
26.1800,26.1900,25.6900
25.8700,26.0750,25.5900
25.6500,25.8500,24.9200
24.8000,25.5300,24.7700
24.9700,24.9700,24.0800
24.5400,24.5400,23.9200
23.7900,23.8100,23.2600
24.1300,24.7790,23.9300
24.6300,24.9500,24.2700
24.2650,24.3200,23.7100
23.8900,23.9300,23.3200
23.3500,23.7050,22.7900
22.9900,23.0900,22.6700
23.0300,23.4000,22.8600
24.0600,24.6000,23.9900
24.0300,24.3500,24.0000
24.1600,24.2600,23.5800
23.7200,23.8300,23.2650
23.5600,23.8900,23.2600
23.9100,24.2500,23.7500
24.0900,24.6900,24.0800
24.2000,25.1900,24.1000
24.2800,24.7450,23.6500
24.5900,24.7000,24.0500
23.9500,24.1100,23.3800
24.1400,24.4300,24.0400
24.5100,24.6500,23.9900
24.2400,24.8400,24.2100
24.6800,24.9800,24.4200
24.9694,25.0601,24.6200
24.7000,24.7700,24.3000
24.2200,24.7100,24.1500
24.6500,24.6600,24.2000
24.4700,25.0400,24.4200
25.0700,25.4900,25.0300
25.5800,25.8300,25.4700
25.9600,26.0000,25.4500
25.7400,25.9300,25.5500
25.9300,26.4300,25.6500
26.3900,26.7500,26.0100
